Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
ME6116,Design of Fiber-Reinforced Composites,Theory,Interdisciplinary STEM Course.,I - Nitesh Prakash Yelve,"   
FullSemester","6
Fri-6B-11:05:00-12:30:00-
Wed-6A-11:05:00-12:30:00-", , ,25,No restrictions,[],6.0,3.0, , , ,N," R.M. Jones, Mechanics of Composite Materials, Taylor & Francis Group, 1999 I.M. Daniel and O. Ishai, Engineering Mechanics of Composite Materials, OxfordUniversity Press, 2006 A.K. Kaw, Mechanics of Composite Materials, Taylor & Francis Group, 2006 D. Gay, Composite Materials: Design and Applications, Taylor & Francis Group, 2 R.B. Heslehurst, Defects and Damage in Composite Materials and Structures, CRCPress, 2017A.J. Jefferson, V. Arumugam, and H.N. Dhakal, Repair of Polymer Composite:Methodology, Techniques, and Challenges, Woodhead Publishing, Elsevier, 2014","Introduction to Fiber Reinforced Composites (FRCs): Classification, Advantages,Applications, Terminology, Manufacturing MethodsElastic behaviour of FRC lamina: Stress-strain relations for different types ofmaterials, Plane stress assumption, Stress-strain relations for a two-dimensionalunidirectional lamina, Transformation of Stress and Strain, Stress-strain relations forangle lamina, Relationship of compliance and stiffness matrix to engineering elasticconstants of a lamina, Evaluation of elastic moduli, strengths, and coefficients ofthermal and moisture expansion of a lamina based on the respective properties of thefiber and matrixFailure analysis of lamina: Introduction, Maximum stress failure theory, Maximumstrain failure theory, Tsai-Hill failure theory, Tsai-Wu failure theory, Strength ratio,9.Failure envelopesElastic behaviour of multidirectional laminates: Laminate code, Classical laminatedplate theory, Stress and strain variation in a laminate, Resultant laminate forces andmoments, General load-deformation relations, Effective elastic properties oflaminatesFailure analysis and design of laminates: First ply failure, Progressive failure, Ultimatefailure, Laminate design, Hygro-thermal effects in laminates, Interlaminar stresses,Introduction to bending and buckling of laminatesDesign aspects of FRC structures: General considerations and process involved inFRC structural design, Material selection, Configuration selection, Laminate jointsCharacterization and testing of FRCs: Experimental methods for characterization and testing of FRCs as per ASTM standards(Contd.)NDT of FRCs: Different types of damages in FRCs, Visual inspection, UltrasonicInspection, Acoustography, Low Frequency Methods, Radiographic inspection,Shearography, Acoustic emission, Acousto-ultrasonics, Thermography, Advancedtopics in NDT of FRCsRepair of FRCs: Generic repair designs, Damage removal and surface preparation,Repair scheme fabrication and application"
ME6118,Spray Theory and Applications,Theory,Interdisciplinary STEM Course.,I - Abhijeet Kumar,"   
FullSemester","14
Fri-14B-17:30:00-18:55:00-
Tue-14A-17:30:00-18:55:00-", , ,120,No restrictions,[],6.0,2.0,1.0, , ,N,"1.A.H. Lefebvre, 302223Atomization and Sprays302224, Hemisphere: New York, 1989, ISBN: 0-89116-603-3.2. L. Bayvel, Z. Orzechowski, 302223Liquid Atomization302224, Taylor and Francis: Washington DC, 1993. ISBN: 0-89116-959-83. N. Ashgriz, 302223Handbook of atomization and sprays: theory and applications302224, Springer Science &10. Business Media, 2011. ISBN: 978-1-44197263-74. A.H. Lefebvre, D.R. Ballal, 302223Gas Turbine Combustion: Alternative Fuels and Emissions302224, CRC press,2010, ISBN: 978-1-4200-8605-85. H. Liu, 302223Science and Engineering of Droplets: Fundamentals and Applications302224, Wlliam AndrewPublishing, 1999. ISBN: 978-0-8155-1436-76. Y.I. Khavkin, 302223Theory and practice of swirl atomizers302224, CRC Press, 2003. ISBN: 1-56032-975-07. Research papers from journals such as: Journal of Fluid Mechanics, Physics of Fluids, Physical ReviewFluids, Atomization and Sprays, etc.","• Introduction: Basic spray processes, factors controlling spray formation • Drop size and velocity distribution functions: Number distributions, mass/volume distributions, empirical distributions, theoretical distributions • Sheet and ligament breakup: Instability analyses for ligaments and sheets, design models based on instability analyses • Drop formation: Static and dynamic force balances, continuity considerations, secondary atomization, collisions and coalescence • Drop motion and spray-surroundings interaction: Steady sprays (gas turbines, spray cooling,paint sprays), entrainment • Drop evaporation: Steady evaporation, unsteady evaporation, convective effects • Internal fluid mechanics: Swirl atomizers, impinging jet atomizers • External spray characteristics: Cone angle, radial and circumferential mass flux distributions • Atomizer performance: Modern design models for pressire-swirl atomizers, impinging jet atomizers, transient pressure (diesel) atomizers • Measurement techniques: Drop sizing by Malvern and PDPA, drop velocity via PDPA, mass flux distribution via patternators and PDPA. • Droplet and Spray combustion: Burning rate, vapour-liquid phase equilibrium, d 2 -law"
ME 616,Fracture Mechanics,Theory,Interdisciplinary STEM Course.,I - Krishna Nagasai Jonnalagadda,"   
FullSemester","10
Fri-10B-14:00:00-15:25:00-
Tue-10A-14:00:00-15:25:00-", , ,30,No restrictions,[],6.0,2.0, ,1.0, ,N,"A.P. Parkar, The Mechanics of Fracture and Fatigue, An Introduction, E and F.N. Spon Ltd. London 1981. S.T. Rolfe and J.M. Barson, ""Fracture and Fatigue control in Structures, Prentice Hall Inc. New Jersy, 1977. V.G. Ukadgaonker, Lecture Notes on QIP Course on Fundamentals of Fracture Mechanics, IIT Bombay, Dec. 1987. M.F. Kanninen and C.H. Popelar, ""Advanced Fracture Mechanics"", Oxford University Press, 1985. J.W. Hutchinson, ""Nonlinear Fracture Mechanics, ""Department of Solid Mechanics, The Technical University of Denmark Publications, 1979. Fracture Mechanics,S.K.Maiti,Cambridge University Press, 2 New Delhi,2, Fracture Mechanics Fundmentals and Applications,S.K.Maiti,Cmbridge University Press 2; Elements of Fracture mechanics,Prashant Kumar,McGraw Hill Education,2009","Introduction to Grifftc s surface energy and Irwin s stress intensity factor. Stress analysis of fracture, Westegaard s and William s stress functions. Analytical, numerical and experimental methods of determining stress intensity factors. Macroscopic theories in crack extension. Mixed mode fracture mechanics, fracture mechanics based design and fracture control plans. Fatigue crack growth. Elasticplastic fracture : Small scale yielding. The J-Integral. Stationary crack tip fields. J-integral testing. Engineering approach to plastic fracture. Ductile fracture criterion. J-controlled crack growth and stability."
ME 621,Mathematical Methods for Mechanics and Dynamics,Theory,Interdisciplinary STEM Course.,I - Tanmay Kishore Bhandakkar,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", , ,20,No restrictions,[],6.0,6.0, , , ,N,"1. S. H. Strogatz, Nonlinear Dynamics And Chaos2. M. L. Boas, Mathematical Methods in the Physical Sciences3. S. J. Farlow, Partial Differential Equations for Scientists and Engineers4. M. Greenberg, Advanced Engineering Mathematics5. G. B. Arfken and H. J. Weber, Mathematical Methods for Physicists6. Any other material prescribed by the instructor.","Introduction & motivation. Role of mathematical modeling & simulation. Review of vector calculus, integral theorems, tensors, linear algebra, single & multi-variable optimization. Calculus of variations for functional minimization. Ordinary differential equations. Series solutions & special functions (Legendre, Bessel). Partial differential equations: parabolic (heat), hyperbolic (wave), and elliptic (Laplace, Poisson) and methods of solution involving Fourier series/transforms, perturbation methods. Green`s functions. Computational methods for PDEs. Complex analysis, harmonic functions, Cauchy`s theorem, contour integration, Laurent series. Nonlinear dynamical systems, phase plane analysis, linear stability, bifurcations."
ME 636,Advanced Joining Technology,Theory,Interdisciplinary STEM Course.,I - Amitava De,"   
FullSemester","2
Mon-2A-09:30:00-10:25:00-
Thu-2C-11:35:00-12:30:00-
Tue-2B-10:35:00-11:30:00-", , ,30,No restrictions,[],6.0,2.0,1.0, , ,N,"Schwartz, M.M., Metal Joining Manual, McGraw Hill, NY, 1979. Connur, L.P., Welding Handbook, Vol 1 & 2, American Welding Society, 1989, 1990. Houldcraft, P.T., Welding Process Technology, Cambridge Univ Press, 1985. American Soc. for Boiler & Pressure Vessels Code, Mech Engineers, ASME Publ., New York, 1989. American Soc. for Metals, Metals Handbook, 9th ed., Vol 6, Welding and Brazing, ASM, Metals Park, Ohio, 1989.","Analysis of heat sources for material joining, Parameters in welding and their control, Analysis of 2D,3D heat flow in welds. Modern welding process like EBW, LBW, Diffusion bonding, Ultrasonic welding etc. Pulsed current welding processes. Welding of Ceramics, Plastics, Composites. Weldment design for Pressure vessels, Offshore structures and Subma-rine Pipe lines, Heavy structures. Failure of welds, NDT of welds, Inspection codes for weldments"
ME 637,Manufacturing Automation,Theory,Interdisciplinary STEM Course.,I - Karunakara Poopathi Kapuppasamy Poolan,"   
FullSemester","12
Mon-12A-17:30:00-18:55:00-
Thu-12B-17:30:00-18:55:00-", , ,30,No restrictions,[],6.0,3.0, , , ,N,"Gavrilov, A.N., Automation and Mechanization of Production Processes in Instrument Industry, Pergaman Press, Oxford, 1967. Pippengerm, G., Industrial Hydraulics, MGH, New York, 1979. Kay, F., Pneumatics for Industry, The Machining Publ. Co., London, 1959. Asphal Ray, Robots and Manufacturing Automation, John Wiley, New York, 1985. Boothroyd, G. and Poli, C., Automatic Assembly, Marcel Dekkar, New York, 1982.","Product cycle, Manufacturing functions, Types of automation, Degree of automation, Technical, economic and human factors in automation, Technologies - Mechanical, Electrical, Hydraulic, Pneumatic, Electronic, Hybrid systems, Comparative evaluation. Development of small automation systems using mechanical devices, Basics of pneumatics, Synthesis of circuits, Basics of hydraulic systems, Synthesis of hydraulic circuits, Elements used for electrical circuits, Synthesis, Circuit optimization techniques. Illustrative examples of the above types of systems as well as hybrid systems used for automation of working cycles of machines, Material Handling, Inspection and Assembly etc. Industrial logic control systems Logic diagraming, Programmable controllers, Applications, Designing for automation, Cost-benefit analysis."
ME 639,Linear Systems Theory,Theory,Interdisciplinary STEM Course.,I - Abhishek Gupta,"   
FullSemester","8
Mon-8A-14:00:00-15:25:00-
Thu-8B-14:00:00-15:25:00-", , ,200,No restrictions,[],6.0,2.0,1.0, , ,N, , 
ME 643,Materials Processing and Simulation Laboratory,Lab,Interdisciplinary STEM Course.,"A - Deepak Marla
A - Shyamprasad Karagadde
A - Soham Mujumdar
A - Sushil Kumar Mishra
I - Asim Tewari","   
FullSemester","L
Fri-L4-14:00:00-16:55:00-
Tue-L2-14:00:00-16:55:00-", , ,0,No restrictions,[],3.0, ,3.0, , ,N,"same as those in ME 649, ME 659","Hardware and Simulation experiments in Metal forming, welding, casting and Machining Laboratories."
ME 657,Thermal and Fluids Engg Laboratory,Lab,Interdisciplinary STEM Course.,"A - Janani Srree Murallidharan
A - Rajneesh Bhardwaj
I - Amit Agrawal
I - Atul Srivastava
I - Milind Vishwanath Rane","   
FullSemester","L
Wed-7A-08:30:00-09:25:00-
Wed-LX-14:00:00-16:55:00-", , ,0,No restrictions,[],6.0, ,6.0, , ,N, , 
ME 666,Design of Heat-Exchange Equipment,Theory,Interdisciplinary STEM Course.,I - S. V. V. Prabhu,"   
FullSemester","4
Mon-4A-11:35:00-12:30:00-
Thu-4C-09:30:00-10:25:00-
Tue-4B-08:30:00-09:25:00-", , ,120,No restrictions,[],6.0, , , , ,N,"S. Kokac, Heat Exchangers - Thermal Hydraulic Fundamentals and Design, Hemisphere; McGraw-Hill, 1981. D.Q. Kern and A.D. Kraus; Extended Surface Heat Transfer, McGraw-Hill, 1972. W.M. Kays and A.C. London, Compact Heat Exchangers, McGraw-Hill, 1962.","Classification, design Methodology. LMTD and ENTU methods. Design of double-pipe, shell and tube heat exchanger, longitudinal and transverse fins, longitudinal conduction effects. Regenerators. Fired heaters. Transient Analysis, optimization, testing."
ME 677,Laser Material Processing,Theory,Interdisciplinary STEM Course.,I - Deepak Marla,"   
FullSemester","12
Mon-12A-17:30:00-18:55:00-
Thu-12B-17:30:00-18:55:00-", , ,30,No restrictions,[],6.0,3.0, , , ,N,"Laser Material Processing, W. Steen and J. Mazumder, 4th Edition, Springer 2010.Laser Fabrication and Machining of Materials, N. Dahotre, S. Harimkar, Springer 2008.Principles of Laser Materials Processing, Elijah Kannatey-Asibu Jr., Wiley 2008.Laser Processing and Chemistry, Dieter W. Bauerle, Springer 2011.","1. Fundamentals of Lasers: Stimulated emission, Laser system, Gaussian Beams, Pulsing techniques, Beam propagation, Beam quality, Beam delivery, Types of lasers. 2. Laser-Matter Interaction: Photo-thermal and Photo-chemical, Relation between power and Intensity, Beer-Lambert Law, Photo-thermal models: One-step and two-step., Line and Point heat source models for continuous pulses, Photo-polymerization. 3. Laser Processing Applications-I: Laser Cutting, Laser Drilling, Laser Welding, Laser Forming, Laser Bending, Laser Hardening. 4. Laser Processing Applications-II : Selective Laser Melting, Laser Cladding, Stereolithography, Selective Laser Sintering 5. Laser Processing Applications-III : Laser Ablation, Pulsed laser deposition, Laser shock peening, Underwater laser ablation, Laser induced periodic surface structures (LIPSS), Laser induced forward transfer, Laser induced plasma micro machining, Laser cleaning, Laser surface processing 6. Laser Applications in Medicine: Laser interaction with tissues, Lasers in skin treatment, Lasers in surgery, Lasers for biomedical applications"
ME 678,Fundamentals of Gas Dynamics,Theory,Interdisciplinary STEM Course.,I - Abhilash Chandy,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,120,No restrictions,[],6.0,6.0, , , ,N, , 
ME 679,Micromechanics of Composites,Theory,Interdisciplinary STEM Course.,I - Asim Tewari,"   
FullSemester","15
Fri-15B-19:00:00-20:25:00-
Tue-15A-19:00:00-20:25:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"Texts/References3022401.Micromechanics of defects in solids by T. Mura, Springer 19872.Fundamentals of micromechanics of solids by Jianmin Qu, Mohammed Cherkaoui, John Wiley & Sons, Inc, 2006.3.Micromechanics of solids D.R. Axelrad, Elsevier Scientific Pub., 19784.Fracture mechanics : with an introduction to micromechanics, Dietmar Gross, Springer 20065.Micromechanics and nanosimulation of metals and composites :","Content 1.Introduction: a.Mechanics b.Micromechanics c.Scalars, vectors, tensors d.Mathematical framework and notations 2.Fundamental Equation of elasticity: e.Equation of equilibrium f.Compatibility g.Boundary and interface conditions h.Definition of eigenstrain and eigenstress 3.General representations a.Fourier series and integrals b.Green’s function 4.Inclusions and inhomogeneities a.Eshelby’s solution b.Equivalent inclusion method 5.Composite Materials a.Average strains and stresses b.Tanaka-Mori’s theorem 6.Effective elastic moduli of composites a.Voigt and Reuss approximation b.Upper and lower bounds c.Self-consistent method d.Generalized self-consistent method e.Differential self-consistent method f.Mori-Tanaka method 7.Homogenization methods a.Periodic structure b.Perturbation method 8.Viscoelastic and Plastic behavior of Composites a.Self-consistent models b.Equivalent inclusion methods c.Bi-modal plasticity theory for fibrous composites 9.Applications and case studies from composite and process modeling point of view."
ME 683,Cryogenic Engineering - I,Theory,Interdisciplinary STEM Course.,A - Dipanshu Bansal,"   
FullSemester","12
Mon-12A-17:30:00-18:55:00-
Thu-12B-17:30:00-18:55:00-", , ,40,No restrictions,[],6.0,3.0, , , ,N,"R. Barron, Cryogenic Systems, McGraw-Hill, 1966. Lecture Notes Summer School in Advances in Cryogenics Engineering, 1977. Lecture Notes Short Term courses on Role of Cryogenics and Refrigeration in Food Preservation, 1977.",Historical background and applications. Gas liquifaction systems. Gas - separation and gas-purification systems. Cryogenic refrigeration systems. Storage and handling of cryogens. Cryogenic insulations. Liquefied natural. Gas-properties of materials of low temperatures. Material of construction and techniques of fabrication. Instrumentation. Ultra-low temperature techniques. Application.
ME 684,Airconditioning System Design,Theory,Interdisciplinary STEM Course.,I - Milind Vishwanath Rane,"   
FullSemester","10
Fri-10B-14:00:00-15:25:00-
Tue-10A-14:00:00-15:25:00-", , ,120,No restrictions,[],6.0,2.0,1.0, , ,N,1993 ASHRAE Handbook - Fundamentals. 1992 ASHRAE Handbook - HVAC Systems and Equipment. Manufacturers literature and handouts.,"Load estimating: comfort conditions, weather data, solar heat gain, cooling and heating loads. Airconditioning systems: central and unitary systems, duct design and fan selection, heating and cooling coil design, cooling tower design and selection, air cleaners and scrubbers, hydronic heating and cooling systems, humidification and dehumidification equipement, automatic controls, noise reduction. Energy conservation and air conditioning for special applications: waste heat, recovery, cogeneration of power and refrigeration, industrial air conditioning, textile processing, clean spaces."
ME 691,R & D Project,Other Project,Interdisciplinary STEM Course.,I - Alankar Alankar,"   
FullSemester",, , ,0,No restrictions,[],6.0,6.0, , , ,N,x,x
ME 694,Seminar,Seminar,Interdisciplinary STEM Course.,I - Atul Sharma,"   
FullSemester",, , ,0,No restrictions,[],4.0, , ,4.0, ,N, , 
ME7001,Mechanism Simulation and Synthesis,Theory,Interdisciplinary STEM Course.,I - Anirban Guha,"   
FullSemester","13
Mon-13A-19:00:00-20:25:00-
Thu-13B-19:00:00-20:25:00-", , ,120,No restrictions,[],6.0,3.0, , , ,N,"* Shabana, A., A., Computational Dynamics, John Wiley and Sons, 1994. * Nikravesh, P. E., Computer Aided Analysis of Mechanical Systems, Prentice Hall, Englewood Cliffs, 1988. * Sandor, G. N. and Erdman, A. G., Advanced Mechanism Design: Analysis and Synthesis, Vol. 2, Prentice-Hall Inc., 1984. * Hartenberg, R. S. and Denavit, J., Kinematic Synthesis of Linkages, McGraw-Hill Book Co., 1964 * Norton, R. L., An Introduction to the Synthesis and Analysis of Mechanisms and Machines, WCB/McGraw-Hill, 1999. * Mallik, A., K., Ghosh, A. and Dittrich, G., Kinematic Analysis and Synthesis of Mechanisms, CRC Press, 1994. * Hall, A., S., Kinematics and Linkage Design, Prentice Hall Inc., N. J., 1961. * Dijksman, E., A., Motion Geometry of Mechanisms, Cambridge Univ. Press, Cambridge, 1976.","* Softwares for simulation of mechanisms are widely used by the machinery manufacturing industry. However, the manner in which coding needs to be done to allow scaling up of the mechanism complexity is not usually known. The method of formulation of equations necessary for mechanism analysis differs significantly from those usually used in standard textbooks on Theory of Machines (Kinematics and Dynamics of Machinery). The first half of this course introduces students to those concepts of equation formulation. * The second part of the course addresses mechanism synthesis, which is defined as design of a mechanism for achieving a task. This is the opposite of mechanism analysis usually taught in a course on Theory of Machines (Kinematics and Dynamics of Machinery). Mechanism synthesis is usually not taught in an undergraduate course. * Both mechanism simulation and mechanism synthesis are crucial components of the larger task of designing and building a machine.Generalized coordinates; Kinematic constraint equations for lower pairs; Kinematic constraint equations for higher pairs; Assembly of system of equations for kinematic position analysis of complete mechanism; Method of extending system of equations for kinematic position analysis of mechanism of arbitrary size and complexity; Derivation of equations for velocity and acceleration analysis from kinematic constraint equations for position analysis; Numerical method of solving large system of equations; Pseudo code for forward kinematic analysis of mechanism; Formulation of equations of motion for dynamic analysis of components of mechanisms; Assembly of system level equations for dynamic analysis of mechanisms; Application of dynamic analysis equations for forward and inverse dynamics problems; Pseudo code for dynamic analysis of mechanisms; Alternate method of solving dynamic analysis problem by numerical methods; Classification of kinematic synthesis problems; Graphical method of solving two and three position kinematic synthesis; Coupler curve generation; Rigid body guidance; Function generation; Method of rotation around poles vs method of inversion for linkage synthesis; Solving the function generation problem by Freudenstein`s equations; Solving multiple classes of the mechanism synthesis problem by dyad analysis; Synthesizing dwell, straight line and circular arc generating mechanisms; Alternate mechanisms through cognates; Inflection circle and Euler-Savary equation; Analytical and graphical methods of obtaining inflection circle; Analytical method of obtaining cubic of stationary curvature; Four position function generation and coupler curve generation by point position reduction; Use of circle point and centre point curves for four position rigid body guidance; Graphical five position coupler curve generation; Dead centre problems as a sub-class of function generation"
